"game_date","Home Team","Away Team","Period","Clock","Home Team Skaters","Away Team Skaters","Home Team Goals","Away Team Goals","Team","Player","Event","X Coordinate","Y Coordinate","Detail 1","Detail 2","Detail 3","Detail 4","Player 2","X Coordinate 2","Y Coordinate 2"
"2020-03-01","Erie Otters","London Knights","1","14:24","5","5","1","0","Erie Otters","Connor Lockhart","Incomplete Play","66","3","Direct",,,,"Elias Cohen","68","38"
"2020-03-01","Erie Otters","London Knights","1","14:22","5","5","1","0","London Knights","Markus Phillips","Puck Recovery","78","34",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","14:22","5","5","1","0","London Knights","Markus Phillips","Incomplete Play","71","32","Direct",,,,"Max McCue","126","9"
"2020-03-01","Erie Otters","London Knights","1","14:20","5","5","1","0","Erie Otters","Drew Hunter","Puck Recovery","50","73",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","14:11","5","5","1","0","Erie Otters","Drew Hunter","Play","28","53","Direct",,,,"Connor Lockhart","57","78"
"2020-03-01","Erie Otters","London Knights","1","14:09","5","5","1","0","Erie Otters","Connor Lockhart","Incomplete Play","85","74","Direct",,,,"Austen Swankler","119","82"
"2020-03-01","Erie Otters","London Knights","1","14:06","5","5","1","0","London Knights","Gerard Keane","Puck Recovery","10","68",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","14:06","5","5","1","0","London Knights","Jason Willms","Faceoff Win","169","21","Backhand",,,,"Liam Foudy",,
"2020-03-01","Erie Otters","London Knights","1","14:05","5","5","1","0","London Knights","Liam Foudy","Puck Recovery","156","12",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","14:03","5","5","1","0","London Knights","Liam Foudy","Shot","150","33","Wristshot","Missed","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","14:01","5","5","1","0","Erie Otters","Brendan Hoffmann","Puck Recovery","3","41",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","14:01","5","5","1","0","Erie Otters","Brendan Hoffmann","Play","3","41","Direct",,,,"Jacob Golden","15","49"
"2020-03-01","Erie Otters","London Knights","1","14:00","5","5","1","0","Erie Otters","Jacob Golden","Play","15","49","Direct",,,,"Brendan Sellan","22","58"
"2020-03-01","Erie Otters","London Knights","1","13:58","5","5","1","0","Erie Otters","Brendan Sellan","Incomplete Play","26","66","Direct",,,,"Daniel D'Amato","32","49"
"2020-03-01","Erie Otters","London Knights","1","13:56","5","5","1","0","London Knights","Markus Phillips","Puck Recovery","140","14",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","13:56","5","5","1","0","London Knights","Markus Phillips","Shot","144","16","Slapshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","13:54","5","5","1","0","London Knights","Liam Foudy","Puck Recovery","190","20",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","13:48","5","5","1","0","London Knights","Liam Foudy","Play","135","54","Indirect",,,,"Gerard Keane","127","60"
"2020-03-01","Erie Otters","London Knights","1","13:42","5","5","1","0","London Knights","Gerard Keane","Play","128","35","Direct",,,,"Markus Phillips","137","57"
"2020-03-01","Erie Otters","London Knights","1","13:36","5","5","1","0","London Knights","Markus Phillips","Play","161","81","Indirect",,,,"Billy Moskal","193","67"
"2020-03-01","Erie Otters","London Knights","1","13:32","5","5","1","0","London Knights","Billy Moskal","Play","152","83","Direct",,,,"Gerard Keane","127","81"
"2020-03-01","Erie Otters","London Knights","1","13:31","5","5","1","0","London Knights","Gerard Keane","Play","127","81","Direct",,,,"Liam Foudy","157","81"
"2020-03-01","Erie Otters","London Knights","1","13:27","5","5","1","0","London Knights","Liam Foudy","Play","126","41","Direct",,,,"Markus Phillips","131","18"
"2020-03-01","Erie Otters","London Knights","1","13:26","5","5","1","0","London Knights","Markus Phillips","Play","139","19","Direct",,,,"Billy Moskal","162","38"
"2020-03-01","Erie Otters","London Knights","1","13:23","5","5","1","0","London Knights","Billy Moskal","Play","158","9","Direct",,,,"Markus Phillips","132","9"
"2020-03-01","Erie Otters","London Knights","1","13:21","5","5","1","0","London Knights","Markus Phillips","Shot","134","4","Wristshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","13:20","5","5","1","0","Erie Otters","Chad Yetman","Faceoff Win","31","64","Forehand",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","1","13:19","5","5","1","0","Erie Otters","Jack Duff","Puck Recovery","33","46",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","13:18","5","5","1","0","Erie Otters","Jack Duff","Play","43","34","Direct",,,,"Maxim Golod","59","24"
"2020-03-01","Erie Otters","London Knights","1","13:15","5","5","1","0","London Knights","Maxim Golod","Zone Entry","124","2","Carried",,,,"Ryan Merkley",,
"2020-03-01","Erie Otters","London Knights","1","13:14","5","5","1","0","Erie Otters","Maxim Golod","Incomplete Play","144","2","Indirect",,,,"Chad Yetman","197","39"
"2020-03-01","Erie Otters","London Knights","1","13:10","5","5","1","0","Erie Otters","Maxim Golod","Puck Recovery","192","60",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","13:08","5","5","1","0","Erie Otters","Maxim Golod","Play","192","57","Direct",,,,"Chad Yetman","175","49"
"2020-03-01","Erie Otters","London Knights","1","13:08","5","5","1","0","Erie Otters","Chad Yetman","Shot","176","49","Snapshot","On Net","f","t",,,
"2020-03-01","Erie Otters","London Knights","1","13:06","5","5","1","0","London Knights","Connor McMichael","Faceoff Win","31","21","Backhand",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","1","13:05","5","5","1","0","London Knights","Alec Regula","Puck Recovery","7","20",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","13:02","5","5","1","0","Erie Otters","Chad Yetman","Puck Recovery","161","81",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","13:02","5","5","1","0","Erie Otters","Chad Yetman","Incomplete Play","161","81","Direct",,,,"Maxim Golod","178","64"
"2020-03-01","Erie Otters","London Knights","1","12:58","5","5","1","0","London Knights","Johnny Gruden","Puck Recovery","37","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:54","5","5","1","0","Erie Otters","Kyen Sopa","Puck Recovery","194","12",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:54","5","5","1","0","Erie Otters","Kyen Sopa","Play","194","12","Indirect",,,,"Maxim Golod","199","43"
"2020-03-01","Erie Otters","London Knights","1","12:50","5","5","1","0","Erie Otters","Maxim Golod","Play","152","78","Direct",,,,"Jack Duff","131","24"
"2020-03-01","Erie Otters","London Knights","1","12:49","5","5","1","0","Erie Otters","Jack Duff","Shot","132","22","Wristshot","Missed","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","12:49","5","5","1","0","Erie Otters","Kyen Sopa","Shot","181","39","Deflection","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","1","12:47","5","5","1","0","London Knights","Nathan Dunkley","Faceoff Win","31","65","Feet",,,,"Kirill Steklov",,
"2020-03-01","Erie Otters","London Knights","1","12:46","5","5","1","0","London Knights","Kirill Steklov","Puck Recovery","24","73",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:43","5","5","1","0","London Knights","Kirill Steklov","Play","6","33","Indirect",,,,"Sahil Panwar","53","10"
"2020-03-01","Erie Otters","London Knights","1","12:42","5","5","1","0","London Knights","Sahil Panwar","Incomplete Play","53","10","Direct",,,,"Kirill Steklov","62","26"
"2020-03-01","Erie Otters","London Knights","1","12:40","5","5","1","0","Erie Otters","Austen Swankler","Puck Recovery","114","57",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:38","5","5","1","0","Erie Otters","Austen Swankler","Dump In/Out","108","43","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:38","5","5","1","0","London Knights","Brett Brochu","Zone Entry","108","43","Dumped",,,,"Hunter Skinner",,
"2020-03-01","Erie Otters","London Knights","1","12:35","5","5","1","0","London Knights","Brett Brochu","Puck Recovery","2","46",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:34","5","5","1","0","London Knights","Brett Brochu","Incomplete Play","2","46","Indirect",,,,"Sahil Panwar","49","9"
"2020-03-01","Erie Otters","London Knights","1","12:31","5","5","1","0","Erie Otters","Drew Hunter","Puck Recovery","85","77",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:30","5","5","1","0","Erie Otters","Drew Hunter","Play","67","71","Direct",,,,"Cameron Morton","70","26"
"2020-03-01","Erie Otters","London Knights","1","12:28","5","5","1","0","Erie Otters","Cameron Morton","Play","75","7","Direct",,,,"Austen Swankler","106","0"
"2020-03-01","Erie Otters","London Knights","1","12:27","5","5","1","0","Erie Otters","Austen Swankler","Dump In/Out","106","0","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:27","5","5","1","0","London Knights","Hunter Skinner","Zone Entry","106","0","Dumped",,,,"Hunter Skinner",,
"2020-03-01","Erie Otters","London Knights","1","12:25","5","5","1","0","London Knights","Hunter Skinner","Puck Recovery","61","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:25","5","5","1","0","London Knights","Hunter Skinner","Incomplete Play","61","83","Direct",,,,"Nathan Dunkley","95","78"
"2020-03-01","Erie Otters","London Knights","1","12:23","5","5","1","0","Erie Otters","Elias Cohen","Puck Recovery","101","16",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:22","5","5","1","0","London Knights","Luke Evangelista","Takeaway","104","50",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:22","5","5","1","0","Erie Otters","Connor Lockhart","Zone Entry","126","51","Carried",,,,"Cameron Morton",,
"2020-03-01","Erie Otters","London Knights","1","12:17","5","5","1","0","London Knights","Luke Evangelista","Play","152","82","Indirect",,,,"Sahil Panwar","166","80"
"2020-03-01","Erie Otters","London Knights","1","12:14","5","5","1","0","London Knights","Sahil Panwar","Play","181","73","Indirect",,,,"Nathan Dunkley","180","78"
"2020-03-01","Erie Otters","London Knights","1","12:13","5","5","1","0","London Knights","Nathan Dunkley","Play","162","77","Direct",,,,"Luke Evangelista","160","53"
"2020-03-01","Erie Otters","London Knights","1","12:12","5","5","1","0","Erie Otters","Connor Lockhart","Puck Recovery","44","45",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:11","5","5","1","0","Erie Otters","Elias Cohen","Puck Recovery","43","41",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:09","5","5","1","0","Erie Otters","Elias Cohen","Play","54","60","Direct",,,,"Austen Swankler","124","20"
"2020-03-01","Erie Otters","London Knights","1","12:08","5","5","1","0","London Knights","Nathan Dunkley","Zone Entry","124","20","Carried",,,,"Hunter Skinner",,
"2020-03-01","Erie Otters","London Knights","1","12:03","5","5","1","0","London Knights","Nathan Dunkley","Puck Recovery","51","69",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","12:01","5","5","1","0","London Knights","Nathan Dunkley","Play","59","77","Indirect",,,,"Luke Evangelista","99","75"
"2020-03-01","Erie Otters","London Knights","1","11:58","5","5","1","0","Erie Otters","Elias Cohen","Zone Entry","126","78","Carried",,,,"Cameron Morton",,
"2020-03-01","Erie Otters","London Knights","1","11:56","5","5","1","0","London Knights","Luke Evangelista","Play","139","83","Direct",,,,"Nathan Dunkley","157","69"
"2020-03-01","Erie Otters","London Knights","1","11:55","5","5","1","0","London Knights","Nathan Dunkley","Incomplete Play","178","66","Indirect",,,,"Sahil Panwar","188","28"
"2020-03-01","Erie Otters","London Knights","1","11:52","5","5","1","0","Erie Otters","Elias Cohen","Puck Recovery","41","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:48","5","5","1","0","Erie Otters","Elias Cohen","Play","125","64","Direct",,,,"Austen Swankler","130","75"
"2020-03-01","Erie Otters","London Knights","1","11:48","5","5","1","0","London Knights","Gerard Keane","Zone Entry","125","64","Played",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","1","11:45","5","5","1","0","London Knights","Gerard Keane","Puck Recovery","43","29",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:45","5","5","1","0","London Knights","Gerard Keane","Play","43","29","Direct",,,,"Sahil Panwar","61","37"
"2020-03-01","Erie Otters","London Knights","1","11:41","5","5","1","0","London Knights","Sahil Panwar","Dump In/Out","98","28","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:41","5","5","1","0","Erie Otters","Daniel Murphy","Zone Entry","98","28","Dumped",,,,"Jacob Golden",,
"2020-03-01","Erie Otters","London Knights","1","11:40","5","5","1","0","Erie Otters","Daniel Murphy","Puck Recovery","16","46",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:39","5","5","1","0","Erie Otters","Daniel Murphy","Play","16","46","Direct",,,,"Kurtis Henry","17","47"
"2020-03-01","Erie Otters","London Knights","1","11:37","5","5","1","0","Erie Otters","Kurtis Henry","Play","1","31","Indirect",,,,"Jacob Golden","11","59"
"2020-03-01","Erie Otters","London Knights","1","11:32","5","5","1","0","Erie Otters","Jacob Golden","Play","52","57","Direct",,,,"Brendan Sellan","98","0"
"2020-03-01","Erie Otters","London Knights","1","11:30","5","5","1","0","London Knights","Jacob Golden","Zone Entry","124","2","Carried",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","1","11:29","5","5","1","0","Erie Otters","Brendan Sellan","Play","152","7","Direct",,,,"Daniel D'Amato","190","21"
"2020-03-01","Erie Otters","London Knights","1","11:25","5","5","1","0","Erie Otters","Daniel D'Amato","Play","150","26","Direct",,,,"Jacob Golden","133","62"
"2020-03-01","Erie Otters","London Knights","1","11:24","5","5","1","0","Erie Otters","Jacob Golden","Shot","133","62","Fan","Missed","t","t",,,
"2020-03-01","Erie Otters","London Knights","1","11:22","5","5","1","0","Erie Otters","Brendan Hoffmann","Puck Recovery","172","65",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:22","5","5","1","0","Erie Otters","Brendan Hoffmann","Incomplete Play","175","64","Direct",,,,"Daniel D'Amato","172","46"
"2020-03-01","Erie Otters","London Knights","1","11:19","5","5","1","0","Erie Otters","Kurtis Henry","Puck Recovery","160","16",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:19","5","5","1","0","Erie Otters","Kurtis Henry","Incomplete Play","160","16","Indirect",,,,"Daniel D'Amato","195","27"
"2020-03-01","Erie Otters","London Knights","1","11:16","5","5","1","0","London Knights","Billy Moskal","Puck Recovery","17","10",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:15","5","5","1","0","London Knights","Billy Moskal","Play","18","5","Indirect",,,,"Liam Foudy","54","2"
"2020-03-01","Erie Otters","London Knights","1","11:14","5","5","1","0","London Knights","Liam Foudy","Play","54","2","Indirect",,,,"Jason Willms","105","5"
"2020-03-01","Erie Otters","London Knights","1","11:11","5","5","1","0","London Knights","Billy Moskal","Puck Recovery","111","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:09","5","5","1","0","Erie Otters","Billy Moskal","Zone Entry","125","3","Carried",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","1","11:04","5","5","1","0","London Knights","Billy Moskal","Shot","175","56","Wristshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","11:03","5","5","1","0","London Knights","Connor McMichael","Faceoff Win","169","65","Backhand",,,,"Matvey Guskov",,
"2020-03-01","Erie Otters","London Knights","1","11:02","5","5","1","0","London Knights","Matvey Guskov","Puck Recovery","171","60",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","11:02","5","5","1","0","London Knights","Matvey Guskov","Shot","174","55","Wristshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","1","10:59","5","5","1","0","Erie Otters","Kyen Sopa","Puck Recovery","17","78",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","10:57","5","5","1","0","Erie Otters","Kyen Sopa","Play","4","62","Indirect",,,,"Jack Duff","5","22"
"2020-03-01","Erie Otters","London Knights","1","10:55","5","5","1","0","Erie Otters","Jack Duff","Play","5","22","Indirect",,,,"Jamie Drysdale","3","42"
"2020-03-01","Erie Otters","London Knights","1","10:53","5","5","1","0","Erie Otters","Jamie Drysdale","Play","3","42","Indirect",,,,"Kyen Sopa","41","82"
"2020-03-01","Erie Otters","London Knights","1","10:48","5","5","1","0","Erie Otters","Kyen Sopa","Incomplete Play","30","82","Indirect",,,,"Chad Yetman","55","81"
"2020-03-01","Erie Otters","London Knights","1","10:46","5","5","1","0","London Knights","Markus Phillips","Puck Recovery","133","2",,,,,,,
